,Country,CountryCode,Province,City,CityCode,Lat,Lon,Cases,Status,Date,NewCases
79,Singapore,SG,,,,1.35,103.82,2108,confirmed,2020-04-10T00:00:00Z,198.0
80,Singapore,SG,,,,1.35,103.82,2299,confirmed,2020-04-11T00:00:00Z,191.0
81,Singapore,SG,,,,1.35,103.82,2532,confirmed,2020-04-12T00:00:00Z,233.0
82,Singapore,SG,,,,1.35,103.82,2918,confirmed,2020-04-13T00:00:00Z,386.0
83,Singapore,SG,,,,1.35,103.82,3252,confirmed,2020-04-14T00:00:00Z,334.0
84,Singapore,SG,,,,1.35,103.82,3699,confirmed,2020-04-15T00:00:00Z,447.0
85,Singapore,SG,,,,1.35,103.82,4427,confirmed,2020-04-16T00:00:00Z,728.0
86,Singapore,SG,,,,1.35,103.82,5050,confirmed,2020-04-17T00:00:00Z,623.0
87,Singapore,SG,,,,1.35,103.82,5992,confirmed,2020-04-18T00:00:00Z,942.0
88,Singapore,SG,,,,1.35,103.82,6588,confirmed,2020-04-19T00:00:00Z,596.0
89,Singapore,SG,,,,1.35,103.82,8014,confirmed,2020-04-20T00:00:00Z,1426.0
90,Singapore,SG,,,,1.35,103.82,9125,confirmed,2020-04-21T00:00:00Z,1111.0
91,Singapore,SG,,,,1.35,103.82,10141,confirmed,2020-04-22T00:00:00Z,1016.0
92,Singapore,SG,,,,1.35,103.82,11178,confirmed,2020-04-23T00:00:00Z,1037.0
93,Singapore,SG,,,,1.35,103.82,12075,confirmed,2020-04-24T00:00:00Z,897.0
94,Singapore,SG,,,,1.35,103.82,12693,confirmed,2020-04-25T00:00:00Z,618.0
95,Singapore,SG,,,,1.35,103.82,13624,confirmed,2020-04-26T00:00:00Z,931.0
96,Singapore,SG,,,,1.35,103.82,14423,confirmed,2020-04-27T00:00:00Z,799.0
97,Singapore,SG,,,,1.35,103.82,14951,confirmed,2020-04-28T00:00:00Z,528.0
98,Singapore,SG,,,,1.35,103.82,15641,confirmed,2020-04-29T00:00:00Z,690.0
99,Singapore,SG,,,,1.35,103.82,16169,confirmed,2020-04-30T00:00:00Z,528.0
100,Singapore,SG,,,,1.35,103.82,17101,confirmed,2020-05-01T00:00:00Z,932.0
101,Singapore,SG,,,,1.35,103.82,17548,confirmed,2020-05-02T00:00:00Z,447.0
102,Singapore,SG,,,,1.35,103.82,18205,confirmed,2020-05-03T00:00:00Z,657.0
103,Singapore,SG,,,,1.35,103.82,18778,confirmed,2020-05-04T00:00:00Z,573.0
104,Singapore,SG,,,,1.35,103.82,19410,confirmed,2020-05-05T00:00:00Z,632.0
105,Singapore,SG,,,,1.35,103.82,20198,confirmed,2020-05-06T00:00:00Z,788.0
106,Singapore,SG,,,,1.35,103.82,20939,confirmed,2020-05-07T00:00:00Z,741.0
107,Singapore,SG,,,,1.35,103.82,21707,confirmed,2020-05-08T00:00:00Z,768.0
108,Singapore,SG,,,,1.35,103.82,22460,confirmed,2020-05-09T00:00:00Z,753.0
109,Singapore,SG,,,,1.35,103.82,23336,confirmed,2020-05-10T00:00:00Z,876.0
110,Singapore,SG,,,,1.35,103.82,23822,confirmed,2020-05-11T00:00:00Z,486.0
111,Singapore,SG,,,,1.35,103.82,24671,confirmed,2020-05-12T00:00:00Z,849.0
112,Singapore,SG,,,,1.35,103.82,25346,confirmed,2020-05-13T00:00:00Z,675.0
113,Singapore,SG,,,,1.35,103.82,26098,confirmed,2020-05-14T00:00:00Z,752.0
114,Singapore,SG,,,,1.35,103.82,26891,confirmed,2020-05-15T00:00:00Z,793.0
115,Singapore,SG,,,,1.35,103.82,27356,confirmed,2020-05-16T00:00:00Z,465.0
116,Singapore,SG,,,,1.35,103.82,28038,confirmed,2020-05-17T00:00:00Z,682.0
117,Singapore,SG,,,,1.35,103.82,28343,confirmed,2020-05-18T00:00:00Z,305.0
118,Singapore,SG,,,,1.35,103.82,28794,confirmed,2020-05-19T00:00:00Z,451.0
119,Singapore,SG,,,,1.35,103.82,29364,confirmed,2020-05-20T00:00:00Z,570.0
120,Singapore,SG,,,,1.35,103.82,29812,confirmed,2020-05-21T00:00:00Z,448.0
121,Singapore,SG,,,,1.35,103.82,30426,confirmed,2020-05-22T00:00:00Z,614.0
122,Singapore,SG,,,,1.35,103.82,31068,confirmed,2020-05-23T00:00:00Z,642.0
123,Singapore,SG,,,,1.35,103.82,31616,confirmed,2020-05-24T00:00:00Z,548.0
124,Singapore,SG,,,,1.35,103.82,31960,confirmed,2020-05-25T00:00:00Z,344.0
125,Singapore,SG,,,,1.35,103.82,32343,confirmed,2020-05-26T00:00:00Z,383.0
126,Singapore,SG,,,,1.35,103.82,32876,confirmed,2020-05-27T00:00:00Z,533.0
127,Singapore,SG,,,,1.35,103.82,33249,confirmed,2020-05-28T00:00:00Z,373.0
128,Singapore,SG,,,,1.35,103.82,33860,confirmed,2020-05-29T00:00:00Z,611.0
129,Singapore,SG,,,,1.35,103.82,34366,confirmed,2020-05-30T00:00:00Z,506.0
130,Singapore,SG,,,,1.35,103.82,34884,confirmed,2020-05-31T00:00:00Z,518.0
131,Singapore,SG,,,,1.35,103.82,35292,confirmed,2020-06-01T00:00:00Z,408.0
132,Singapore,SG,,,,1.35,103.82,35836,confirmed,2020-06-02T00:00:00Z,544.0
133,Singapore,SG,,,,1.35,103.82,36405,confirmed,2020-06-03T00:00:00Z,569.0
134,Singapore,SG,,,,1.35,103.82,36922,confirmed,2020-06-04T00:00:00Z,517.0
135,Singapore,SG,,,,1.35,103.82,37183,confirmed,2020-06-05T00:00:00Z,261.0
136,Singapore,SG,,,,1.35,103.82,37527,confirmed,2020-06-06T00:00:00Z,344.0
137,Singapore,SG,,,,1.35,103.82,37910,confirmed,2020-06-07T00:00:00Z,383.0
138,Singapore,SG,,,,1.35,103.82,38296,confirmed,2020-06-08T00:00:00Z,386.0
139,Singapore,SG,,,,1.35,103.82,38514,confirmed,2020-06-09T00:00:00Z,218.0
140,Singapore,SG,,,,1.35,103.82,38965,confirmed,2020-06-10T00:00:00Z,451.0
141,Singapore,SG,,,,1.35,103.82,39387,confirmed,2020-06-11T00:00:00Z,422.0
142,Singapore,SG,,,,1.35,103.82,39850,confirmed,2020-06-12T00:00:00Z,463.0
143,Singapore,SG,,,,1.35,103.82,40197,confirmed,2020-06-13T00:00:00Z,347.0
144,Singapore,SG,,,,1.35,103.82,40604,confirmed,2020-06-14T00:00:00Z,407.0
145,Singapore,SG,,,,1.35,103.82,40818,confirmed,2020-06-15T00:00:00Z,214.0
146,Singapore,SG,,,,1.35,103.82,40969,confirmed,2020-06-16T00:00:00Z,151.0
147,Singapore,SG,,,,1.35,103.82,41216,confirmed,2020-06-17T00:00:00Z,247.0
148,Singapore,SG,,,,1.35,103.82,41473,confirmed,2020-06-18T00:00:00Z,257.0
149,Singapore,SG,,,,1.35,103.82,41615,confirmed,2020-06-19T00:00:00Z,142.0
150,Singapore,SG,,,,1.35,103.82,41833,confirmed,2020-06-20T00:00:00Z,218.0
151,Singapore,SG,,,,1.35,103.82,42095,confirmed,2020-06-21T00:00:00Z,262.0
152,Singapore,SG,,,,1.35,103.82,42313,confirmed,2020-06-22T00:00:00Z,218.0
153,Singapore,SG,,,,1.35,103.82,42432,confirmed,2020-06-23T00:00:00Z,119.0
154,Singapore,SG,,,,1.35,103.82,42623,confirmed,2020-06-24T00:00:00Z,191.0
155,Singapore,SG,,,,1.35,103.82,42736,confirmed,2020-06-25T00:00:00Z,113.0
156,Singapore,SG,,,,1.35,103.82,42955,confirmed,2020-06-26T00:00:00Z,219.0
157,Singapore,SG,,,,1.35,103.82,43246,confirmed,2020-06-27T00:00:00Z,291.0
158,Singapore,SG,,,,1.35,103.82,43459,confirmed,2020-06-28T00:00:00Z,213.0
159,Singapore,SG,,,,1.35,103.82,43661,confirmed,2020-06-29T00:00:00Z,202.0
160,Singapore,SG,,,,1.35,103.82,43907,confirmed,2020-06-30T00:00:00Z,246.0
161,Singapore,SG,,,,1.35,103.82,44122,confirmed,2020-07-01T00:00:00Z,215.0
162,Singapore,SG,,,,1.35,103.82,44310,confirmed,2020-07-02T00:00:00Z,188.0
163,Singapore,SG,,,,1.35,103.82,44479,confirmed,2020-07-03T00:00:00Z,169.0
164,Singapore,SG,,,,1.35,103.82,44664,confirmed,2020-07-04T00:00:00Z,185.0
165,Singapore,SG,,,,1.35,103.82,44800,confirmed,2020-07-05T00:00:00Z,136.0
166,Singapore,SG,,,,1.35,103.82,44983,confirmed,2020-07-06T00:00:00Z,183.0
167,Singapore,SG,,,,1.35,103.82,45140,confirmed,2020-07-07T00:00:00Z,157.0
168,Singapore,SG,,,,1.35,103.82,45298,confirmed,2020-07-08T00:00:00Z,158.0
169,Singapore,SG,,,,1.35,103.82,45423,confirmed,2020-07-09T00:00:00Z,125.0
170,Singapore,SG,,,,1.35,103.82,45614,confirmed,2020-07-10T00:00:00Z,191.0
171,Singapore,SG,,,,1.35,103.82,45783,confirmed,2020-07-11T00:00:00Z,169.0
172,Singapore,SG,,,,1.35,103.82,45961,confirmed,2020-07-12T00:00:00Z,178.0
173,Singapore,SG,,,,1.35,103.82,46283,confirmed,2020-07-13T00:00:00Z,322.0
174,Singapore,SG,,,,1.35,103.82,46630,confirmed,2020-07-14T00:00:00Z,347.0
175,Singapore,SG,,,,1.35,103.82,46878,confirmed,2020-07-15T00:00:00Z,248.0
176,Singapore,SG,,,,1.35,103.82,47126,confirmed,2020-07-16T00:00:00Z,248.0
177,Singapore,SG,,,,1.35,103.82,47453,confirmed,2020-07-17T00:00:00Z,327.0
178,Singapore,SG,,,,1.35,103.82,47655,confirmed,2020-07-18T00:00:00Z,202.0
179,Singapore,SG,,,,1.35,103.82,47912,confirmed,2020-07-19T00:00:00Z,257.0
180,Singapore,SG,,,,1.35,103.82,48035,confirmed,2020-07-20T00:00:00Z,123.0
181,Singapore,SG,,,,1.35,103.82,48434,confirmed,2020-07-21T00:00:00Z,399.0
182,Singapore,SG,,,,1.35,103.82,48744,confirmed,2020-07-22T00:00:00Z,310.0
183,Singapore,SG,,,,1.35,103.82,49098,confirmed,2020-07-23T00:00:00Z,354.0
184,Singapore,SG,,,,1.35,103.82,49375,confirmed,2020-07-24T00:00:00Z,277.0
185,Singapore,SG,,,,1.35,103.82,49888,confirmed,2020-07-25T00:00:00Z,513.0
186,Singapore,SG,,,,1.35,103.82,50369,confirmed,2020-07-26T00:00:00Z,481.0
187,Singapore,SG,,,,1.35,103.82,50838,confirmed,2020-07-27T00:00:00Z,469.0
188,Singapore,SG,,,,1.35,103.82,51197,confirmed,2020-07-28T00:00:00Z,359.0
189,Singapore,SG,,,,1.35,103.82,51531,confirmed,2020-07-29T00:00:00Z,334.0
190,Singapore,SG,,,,1.35,103.82,51809,confirmed,2020-07-30T00:00:00Z,278.0
191,Singapore,SG,,,,1.35,103.82,52205,confirmed,2020-07-31T00:00:00Z,396.0
192,Singapore,SG,,,,1.35,103.82,52512,confirmed,2020-08-01T00:00:00Z,307.0
193,Singapore,SG,,,,1.35,103.82,52825,confirmed,2020-08-02T00:00:00Z,313.0
194,Singapore,SG,,,,1.35,103.82,53051,confirmed,2020-08-03T00:00:00Z,226.0
195,Singapore,SG,,,,1.35,103.82,53346,confirmed,2020-08-04T00:00:00Z,295.0
196,Singapore,SG,,,,1.35,103.82,54254,confirmed,2020-08-05T00:00:00Z,908.0
197,Singapore,SG,,,,1.35,103.82,54555,confirmed,2020-08-06T00:00:00Z,301.0
198,Singapore,SG,,,,1.35,103.82,54797,confirmed,2020-08-07T00:00:00Z,242.0
199,Singapore,SG,,,,1.35,103.82,54929,confirmed,2020-08-08T00:00:00Z,132.0
200,Singapore,SG,,,,1.35,103.82,55104,confirmed,2020-08-09T00:00:00Z,175.0
201,Singapore,SG,,,,1.35,103.82,55292,confirmed,2020-08-10T00:00:00Z,188.0
202,Singapore,SG,,,,1.35,103.82,55353,confirmed,2020-08-11T00:00:00Z,61.0
203,Singapore,SG,,,,1.35,103.82,55395,confirmed,2020-08-12T00:00:00Z,42.0
204,Singapore,SG,,,,1.35,103.82,55497,confirmed,2020-08-13T00:00:00Z,102.0
205,Singapore,SG,,,,1.35,103.82,55580,confirmed,2020-08-14T00:00:00Z,83.0
206,Singapore,SG,,,,1.35,103.82,55661,confirmed,2020-08-15T00:00:00Z,81.0
207,Singapore,SG,,,,1.35,103.82,55747,confirmed,2020-08-16T00:00:00Z,86.0
208,Singapore,SG,,,,1.35,103.82,55838,confirmed,2020-08-17T00:00:00Z,91.0
209,Singapore,SG,,,,1.35,103.82,55938,confirmed,2020-08-18T00:00:00Z,100.0
210,Singapore,SG,,,,1.35,103.82,56031,confirmed,2020-08-19T00:00:00Z,93.0
211,Singapore,SG,,,,1.35,103.82,56099,confirmed,2020-08-20T00:00:00Z,68.0
212,Singapore,SG,,,,1.35,103.82,56216,confirmed,2020-08-21T00:00:00Z,117.0
213,Singapore,SG,,,,1.35,103.82,56266,confirmed,2020-08-22T00:00:00Z,50.0
214,Singapore,SG,,,,1.35,103.82,56353,confirmed,2020-08-23T00:00:00Z,87.0
215,Singapore,SG,,,,1.35,103.82,56404,confirmed,2020-08-24T00:00:00Z,51.0
216,Singapore,SG,,,,1.35,103.82,56435,confirmed,2020-08-25T00:00:00Z,31.0
217,Singapore,SG,,,,1.35,103.82,56495,confirmed,2020-08-26T00:00:00Z,60.0
218,Singapore,SG,,,,1.35,103.82,56572,confirmed,2020-08-27T00:00:00Z,77.0
219,Singapore,SG,,,,1.35,103.82,56666,confirmed,2020-08-28T00:00:00Z,94.0
220,Singapore,SG,,,,1.35,103.82,56717,confirmed,2020-08-29T00:00:00Z,51.0
221,Singapore,SG,,,,1.35,103.82,56771,confirmed,2020-08-30T00:00:00Z,54.0
222,Singapore,SG,,,,1.35,103.82,56812,confirmed,2020-08-31T00:00:00Z,41.0
223,Singapore,SG,,,,1.35,103.82,56852,confirmed,2020-09-01T00:00:00Z,40.0
224,Singapore,SG,,,,1.35,103.82,56860,confirmed,2020-09-02T00:00:00Z,8.0
225,Singapore,SG,,,,1.35,103.82,56908,confirmed,2020-09-03T00:00:00Z,48.0
226,Singapore,SG,,,,1.35,103.82,56948,confirmed,2020-09-04T00:00:00Z,40.0
227,Singapore,SG,,,,1.35,103.82,56982,confirmed,2020-09-05T00:00:00Z,34.0
228,Singapore,SG,,,,1.35,103.82,57022,confirmed,2020-09-06T00:00:00Z,40.0
229,Singapore,SG,,,,1.35,103.82,57044,confirmed,2020-09-07T00:00:00Z,22.0
230,Singapore,SG,,,,1.35,103.82,57091,confirmed,2020-09-08T00:00:00Z,47.0
231,Singapore,SG,,,,1.35,103.82,57166,confirmed,2020-09-09T00:00:00Z,75.0
232,Singapore,SG,,,,1.35,103.82,57229,confirmed,2020-09-10T00:00:00Z,63.0
233,Singapore,SG,,,,1.35,103.82,57315,confirmed,2020-09-11T00:00:00Z,86.0
234,Singapore,SG,,,,1.35,103.82,57357,confirmed,2020-09-12T00:00:00Z,42.0
235,Singapore,SG,,,,1.35,103.82,57406,confirmed,2020-09-13T00:00:00Z,49.0
236,Singapore,SG,,,,1.35,103.82,57454,confirmed,2020-09-14T00:00:00Z,48.0
237,Singapore,SG,,,,1.35,103.82,57488,confirmed,2020-09-15T00:00:00Z,34.0
238,Singapore,SG,,,,1.35,103.82,57514,confirmed,2020-09-16T00:00:00Z,26.0
239,Singapore,SG,,,,1.35,103.82,57532,confirmed,2020-09-17T00:00:00Z,18.0
240,Singapore,SG,,,,1.35,103.82,57543,confirmed,2020-09-18T00:00:00Z,11.0
241,Singapore,SG,,,,1.35,103.82,57558,confirmed,2020-09-19T00:00:00Z,15.0
242,Singapore,SG,,,,1.35,103.82,57576,confirmed,2020-09-20T00:00:00Z,18.0
243,Singapore,SG,,,,1.35,103.82,57606,confirmed,2020-09-21T00:00:00Z,30.0
244,Singapore,SG,,,,1.35,103.82,57627,confirmed,2020-09-22T00:00:00Z,21.0
245,Singapore,SG,,,,1.35,103.82,57639,confirmed,2020-09-23T00:00:00Z,12.0
246,Singapore,SG,,,,1.35,103.82,57654,confirmed,2020-09-24T00:00:00Z,15.0
247,Singapore,SG,,,,1.35,103.82,57665,confirmed,2020-09-25T00:00:00Z,11.0
248,Singapore,SG,,,,1.35,103.82,57685,confirmed,2020-09-26T00:00:00Z,20.0
249,Singapore,SG,,,,1.35,103.82,57700,confirmed,2020-09-27T00:00:00Z,15.0
250,Singapore,SG,,,,1.35,103.82,57715,confirmed,2020-09-28T00:00:00Z,15.0
251,Singapore,SG,,,,1.35,103.82,57742,confirmed,2020-09-29T00:00:00Z,27.0
252,Singapore,SG,,,,1.35,103.82,57765,confirmed,2020-09-30T00:00:00Z,23.0
253,Singapore,SG,,,,1.35,103.82,57784,confirmed,2020-10-01T00:00:00Z,19.0
254,Singapore,SG,,,,1.35,103.82,57794,confirmed,2020-10-02T00:00:00Z,10.0
255,Singapore,SG,,,,1.35,103.82,57800,confirmed,2020-10-03T00:00:00Z,6.0
256,Singapore,SG,,,,1.35,103.82,57812,confirmed,2020-10-04T00:00:00Z,12.0
257,Singapore,SG,,,,1.35,103.82,57819,confirmed,2020-10-05T00:00:00Z,7.0
258,Singapore,SG,,,,1.35,103.82,57830,confirmed,2020-10-06T00:00:00Z,11.0
259,Singapore,SG,,,,1.35,103.82,57840,confirmed,2020-10-07T00:00:00Z,10.0
260,Singapore,SG,,,,1.35,103.82,57849,confirmed,2020-10-08T00:00:00Z,9.0
261,Singapore,SG,,,,1.35,103.82,57859,confirmed,2020-10-09T00:00:00Z,10.0
262,Singapore,SG,,,,1.35,103.82,57866,confirmed,2020-10-10T00:00:00Z,7.0
263,Singapore,SG,,,,1.35,103.82,57876,confirmed,2020-10-11T00:00:00Z,10.0
264,Singapore,SG,,,,1.35,103.82,57880,confirmed,2020-10-12T00:00:00Z,4.0
265,Singapore,SG,,,,1.35,103.82,57884,confirmed,2020-10-13T00:00:00Z,4.0
266,Singapore,SG,,,,1.35,103.82,57889,confirmed,2020-10-14T00:00:00Z,5.0
267,Singapore,SG,,,,1.35,103.82,57892,confirmed,2020-10-15T00:00:00Z,3.0
268,Singapore,SG,,,,1.35,103.82,57901,confirmed,2020-10-16T00:00:00Z,9.0
269,Singapore,SG,,,,1.35,103.82,57904,confirmed,2020-10-17T00:00:00Z,3.0
270,Singapore,SG,,,,1.35,103.82,57911,confirmed,2020-10-18T00:00:00Z,7.0
271,Singapore,SG,,,,1.35,103.82,57915,confirmed,2020-10-19T00:00:00Z,4.0
272,Singapore,SG,,,,1.35,103.82,57921,confirmed,2020-10-20T00:00:00Z,6.0
273,Singapore,SG,,,,1.35,103.82,57933,confirmed,2020-10-21T00:00:00Z,12.0
274,Singapore,SG,,,,1.35,103.82,57941,confirmed,2020-10-22T00:00:00Z,8.0
275,Singapore,SG,,,,1.35,103.82,57951,confirmed,2020-10-23T00:00:00Z,10.0
276,Singapore,SG,,,,1.35,103.82,57965,confirmed,2020-10-24T00:00:00Z,14.0
277,Singapore,SG,,,,1.35,103.82,57970,confirmed,2020-10-25T00:00:00Z,5.0
278,Singapore,SG,,,,1.35,103.82,57973,confirmed,2020-10-26T00:00:00Z,3.0
279,Singapore,SG,,,,1.35,103.82,57980,confirmed,2020-10-27T00:00:00Z,7.0
280,Singapore,SG,,,,1.35,103.82,57987,confirmed,2020-10-28T00:00:00Z,7.0
281,Singapore,SG,,,,1.35,103.82,57994,confirmed,2020-10-29T00:00:00Z,7.0
282,Singapore,SG,,,,1.35,103.82,58003,confirmed,2020-10-30T00:00:00Z,9.0
283,Singapore,SG,,,,1.35,103.82,58015,confirmed,2020-10-31T00:00:00Z,12.0
284,Singapore,SG,,,,1.35,103.82,58019,confirmed,2020-11-01T00:00:00Z,4.0
285,Singapore,SG,,,,1.35,103.82,58020,confirmed,2020-11-02T00:00:00Z,1.0
286,Singapore,SG,,,,1.35,103.82,58029,confirmed,2020-11-03T00:00:00Z,9.0
287,Singapore,SG,,,,1.35,103.82,58036,confirmed,2020-11-04T00:00:00Z,7.0
288,Singapore,SG,,,,1.35,103.82,58043,confirmed,2020-11-05T00:00:00Z,7.0
289,Singapore,SG,,,,1.35,103.82,58047,confirmed,2020-11-06T00:00:00Z,4.0
290,Singapore,SG,,,,1.35,103.82,58054,confirmed,2020-11-07T00:00:00Z,7.0
